AUTHORITARIANISM,SOCIALDOM,CRTScore3,CONSPIRACY,PARANOIA,CLOC,POLOC,ILOC,TRUSTState,ALT,Uk$Agreeableness,Uk$Conscientiousness,Uk$Neuroticism,Uk$Openness,Uk$Extraversion,Uk$MIGRANT1,Uk$MIGRANT2,Uk$COVID_Infected_Self_Binary,Uk$COVID_Infected_Rel_Binary,Uk$VAX,Uk$Sex,Uk$Employ_Binary,Uk$Education_Binary,Uk$TRUST6,Uk$TRUST7
19,28,0,33,15,11,14,12,15,23,6,5,6,6,5,5,5,0,0,0,1,1,1,3,3
28,30,3,37,18,12,13,11,12,35,6,8,5,7,5,5,5,0,0,1,1,1,1,4,4
18,32,0,45,9,4,15,10,23,36,7,10,6,10,9,3,4,0,0,1,1,1,1,5,5
30,18,0,40,5,7,18,8,10,18,10,10,2,2,2,1,1,0,0,1,1,1,1,2,2
45,21,1,36,15,13,11,12,7,31,6,5,4,6,8,10,10,0,0,1,1,1,1,4,4
40,9,0,40,8,13,14,11,18,39,9,9,9,9,6,8,8,0,0,1,1,1,1,5,5
30,32,0,55,8,3,15,15,20,45,6,9,6,9,10,10,10,0,1,1,0,1,1,4,4
25,20,0,42,7,12,13,11,12,41,6,6,5,8,6,8,8,0,0,1,1,1,1,3,4
25,32,0,34,6,9,15,11,20,24,8,10,3,5,6,4,3,0,0,1,0,1,1,3,4
29,21,3,25,14,17,19,10,16,25,7,5,3,6,6,8,8,0,0,1,1,1,1,3,4
28,24,1,32,12,10,12,13,13,25,6,7,7,8,7,6,7,0,0,1,0,1,1,3,4
15,18,0,35,6,8,15,11,16,34,8,5,3,7,5,4,5,0,0,1,0,1,1,4,5
39,19,1,24,7,4,18,11,19,36,6,5,4,5,7,8,8,0,0,1,0,1,1,4,4
21,26,0,47,5,12,12,11,17,30,7,8,6,7,7,1,1,0,0,1,1,1,1,4,5
35,22,0,46,10,13,16,10,8,15,7,6,2,6,4,3,3,0,0,1,1,1,1,4,5
45,16,3,33,6,7,16,13,10,24,8,8,3,6,3,7,8,0,0,1,0,1,1,4,4
22,13,1,35,10,7,10,11,15,36,7,10,3,6,8,8,8,0,0,1,1,1,1,4,5
18,27,1,35,6,7,16,11,20,36,6,10,9,6,4,7,6,0,0,1,0,1,1,4,5
25,24,1,39,10,13,12,13,12,36,6,9,4,4,4,7,5,0,0,1,1,1,1,5,5
29,23,0,42,7,9,15,13,15,44,6,9,6,10,8,7,7,0,0,1,0,1,1,3,4
26,26,2,19,13,12,13,11,8,24,7,5,7,4,3,4,3,0,0,0,1,1,1,2,4
22,28,1,27,11,10,13,11,14,27,6,7,4,5,4,4,4,0,0,1,1,1,1,4,5
30,13,2,53,13,16,12,10,10,43,9,10,9,7,6,9,8,0,0,0,1,1,1,4,5
27,22,3,31,5,7,15,9,18,34,8,10,3,8,9,4,5,0,0,1,0,1,1,4,4
27,36,3,30,15,12,11,11,10,21,6,8,4,5,4,4,4,0,0,1,1,1,1,3,2
33,20,2,16,5,13,16,9,18,31,8,8,4,5,6,9,8,0,0,1,1,1,1,5,5
29,23,0,42,11,11,12,10,12,35,8,8,6,8,6,8,8,0,0,0,0,1,1,3,4
25,18,0,24,7,9,20,10,16,37,8,6,8,5,3,9,3,0,0,1,1,1,1,3,5
28,24,0,34,5,8,17,11,18,29,7,8,8,6,3,7,7,0,0,1,0,1,1,5,5
29,30,0,35,7,14,14,15,14,28,9,9,6,7,6,8,7,0,0,0,0,1,1,4,4
28,23,0,32,6,11,16,10,13,45,8,7,3,6,5,6,6,0,0,1,0,1,1,3,4
18,20,0,30,12,10,12,10,15,18,8,8,4,7,6,5,3,0,0,0,0,1,1,3,3
33,32,0,48,19,11,13,9,18,37,5,7,6,8,6,6,10,1,0,1,0,1,1,5,4
21,19,0,26,5,7,11,11,20,41,8,10,6,8,8,6,8,0,0,1,1,1,1,4,5
28,20,1,29,5,9,14,9,14,37,7,9,4,6,6,3,5,0,0,1,0,1,1,3,4
28,23,1,32,7,14,16,13,18,37,7,9,6,6,6,7,8,0,0,1,0,1,1,4,4
22,26,1,42,8,10,14,12,11,36,7,8,4,6,6,5,5,0,0,1,0,1,1,2,3
21,23,0,37,5,3,15,9,17,30,8,10,2,5,6,3,1,0,0,1,1,1,1,4,4
13,41,1,32,11,11,15,8,17,27,7,9,5,8,6,6,6,0,0,1,0,1,1,4,5
25,33,0,36,10,15,18,10,17,34,7,7,3,6,4,8,6,0,0,1,1,1,1,5,5
32,26,1,27,5,3,15,10,19,21,7,9,3,6,5,8,7,0,0,1,1,1,1,4,4
16,12,1,31,11,7,16,12,22,30,7,9,4,8,7,7,5,0,0,1,1,1,1,5,5
43,21,1,27,5,5,15,9,18,35,9,9,2,7,10,7,9,1,1,1,1,1,1,4,4
23,25,1,38,5,12,14,11,14,42,9,7,2,7,6,6,6,0,0,1,0,1,1,4,4
27,25,0,23,13,17,18,14,15,41,6,9,4,7,5,5,10,0,0,1,1,1,1,4,4
33,36,2,55,10,17,12,14,7,31,7,9,8,4,3,6,1,0,1,1,1,1,1,4,5
26,26,0,35,5,3,15,9,17,36,9,10,2,3,4,8,8,0,0,1,1,1,1,4,4
38,13,2,55,10,3,15,10,13,42,10,10,2,6,6,10,10,0,0,1,1,1,1,4,5
30,32,0,31,5,6,15,4,19,27,8,9,3,8,6,6,6,0,0,1,1,1,1,4,4
23,21,3,32,5,13,13,12,15,30,6,9,4,7,5,7,7,0,0,1,1,1,1,4,4
26,20,0,38,6,4,15,9,11,36,8,8,2,8,7,2,2,0,0,1,0,1,1,3,4
28,28,1,29,9,11,14,10,15,36,7,8,5,5,5,8,8,0,0,1,1,1,1,3,4
26,23,1,38,6,14,17,12,12,34,7,10,3,6,6,7,5,0,0,1,1,1,1,5,5
20,32,1,36,11,13,10,12,14,30,7,9,5,7,5,7,7,0,0,1,1,1,1,5,5
29,29,0,34,16,11,12,11,11,42,8,10,8,7,5,3,3,0,0,1,0,1,1,4,5
27,8,2,55,14,13,14,10,5,18,6,5,3,4,4,1,1,0,0,1,1,1,1,3,4
29,37,2,28,8,10,14,12,20,28,7,10,7,9,6,5,1,0,0,1,0,1,1,5,5
22,20,1,43,12,11,12,10,9,31,9,10,4,9,9,8,8,0,0,1,1,1,1,3,1
26,29,0,26,13,14,12,11,19,39,8,7,6,6,5,5,5,0,0,1,1,1,1,4,5
19,20,0,31,8,13,12,9,10,34,8,10,10,6,6,8,8,0,0,1,0,1,1,3,4
17,27,3,40,17,6,14,11,16,31,4,8,4,10,10,2,1,0,0,1,0,1,1,4,4
15,34,3,37,5,9,15,11,19,39,9,8,2,5,4,4,3,0,0,1,1,1,1,4,4
26,21,0,31,12,12,15,10,15,26,6,8,5,5,4,5,5,0,0,1,1,1,1,4,4
28,24,0,35,5,11,18,11,18,34,8,10,2,10,8,4,5,0,0,1,1,1,1,4,5
29,29,1,17,8,12,7,10,15,27,8,8,4,7,6,6,4,0,0,1,1,1,1,4,5
25,28,2,27,10,13,17,10,14,27,9,9,6,4,4,6,4,0,0,1,1,1,1,4,4
22,10,0,38,19,17,16,16,7,19,7,10,3,8,8,2,2,0,0,1,0,1,0,4,4
26,30,0,40,5,7,15,9,18,33,8,9,2,9,6,8,8,0,0,1,1,1,1,4,5
28,32,0,53,8,8,17,11,19,31,7,9,6,7,4,6,6,0,0,1,0,1,1,4,4
13,28,0,37,18,15,10,14,11,28,5,9,5,4,7,1,1,0,0,1,1,1,1,3,3
43,16,1,26,10,8,20,10,20,18,7,6,4,4,6,7,8,0,0,1,1,1,1,5,5
34,15,1,25,12,12,14,11,12,35,8,8,5,6,8,9,7,0,0,1,1,1,1,2,2
28,11,0,26,11,14,20,8,15,13,9,10,2,6,4,10,10,0,0,1,1,1,1,5,5
21,32,0,40,14,14,9,9,15,31,8,8,6,8,6,7,6,0,0,1,0,1,1,2,3
27,28,2,37,21,14,11,11,16,31,5,9,5,9,7,4,4,0,0,1,1,1,1,5,5
30,32,0,30,15,12,12,12,15,27,6,6,6,6,6,5,5,0,0,0,0,1,1,3,3
40,19,3,17,5,15,14,10,22,31,8,8,7,6,6,7,8,0,1,1,0,1,1,5,5
27,15,0,55,15,11,15,9,10,38,3,10,6,6,2,3,1,0,0,0,0,0,0,3,4
34,20,3,35,6,15,14,16,8,37,6,7,6,6,3,10,10,0,0,0,0,1,1,5,4
40,11,0,48,12,9,15,9,11,43,9,6,8,6,4,7,7,0,0,1,0,1,1,4,4
26,26,0,35,11,12,12,11,12,22,7,8,5,7,5,6,7,0,0,1,0,1,1,4,4
36,21,3,31,19,12,14,12,11,26,5,5,8,7,5,6,6,0,0,0,0,0,1,4,5
22,16,0,35,5,3,15,10,14,20,8,8,4,8,9,5,5,0,0,1,0,1,1,4,5
35,26,0,46,9,11,14,11,11,17,9,9,5,6,5,6,7,0,0,1,1,1,1,4,4
24,34,0,30,16,15,10,9,12,22,4,6,10,9,8,1,1,0,0,1,1,1,1,5,4
24,30,0,35,18,13,12,10,11,36,8,8,7,7,7,6,6,0,0,1,1,1,1,4,5
32,16,0,27,25,15,9,21,9,42,6,8,6,6,6,4,4,0,0,1,1,1,1,3,5
32,11,3,38,11,13,15,11,20,36,8,9,5,6,4,5,5,0,0,1,0,1,1,4,4
27,20,1,32,7,11,12,9,15,35,9,9,2,6,6,6,6,0,0,1,0,0,1,5,5
20,25,1,30,8,7,15,8,9,22,10,9,3,6,10,6,6,0,0,1,0,1,1,3,4
27,16,2,34,10,15,11,13,9,25,8,5,6,5,4,9,9,0,0,1,1,1,1,4,4
25,37,0,30,15,13,12,12,15,14,4,6,6,5,4,1,1,0,0,0,1,0,1,3,3
26,16,0,30,10,12,12,11,13,31,5,8,7,5,5,4,2,0,0,1,0,1,1,3,4
29,34,0,28,12,9,14,9,15,17,6,8,6,3,3,4,4,0,0,1,1,1,1,3,4
23,32,1,33,12,13,13,12,10,21,8,6,7,7,5,6,5,0,0,1,1,1,1,5,5
20,26,3,36,13,10,12,12,12,33,7,9,6,7,4,5,5,0,0,1,1,1,1,2,3
43,10,0,41,12,8,13,11,14,27,8,7,5,5,3,9,9,0,0,1,0,1,1,4,4
36,20,1,24,7,7,12,11,19,42,7,6,5,8,7,10,7,0,0,1,1,1,1,4,4
30,32,0,30,15,12,12,12,5,9,6,6,6,6,6,6,5,0,0,0,0,0,0,1,1
26,15,0,24,5,6,15,9,22,36,10,10,2,7,6,8,10,0,0,1,1,1,1,5,5
34,26,2,41,17,17,12,11,13,24,7,7,7,7,5,4,4,0,0,1,1,1,1,2,3
30,32,0,45,20,12,13,13,12,31,6,5,6,4,4,7,8,0,0,1,1,1,1,1,1
32,37,0,50,10,9,13,9,15,32,6,8,8,6,4,1,1,0,0,1,0,1,1,3,3
15,32,0,42,9,14,10,12,20,18,7,10,4,3,7,3,2,0,0,1,0,1,1,3,2
26,32,0,28,15,12,12,12,12,31,6,7,6,6,7,6,7,0,0,1,1,1,0,2,5
38,20,0,34,7,13,15,12,11,32,4,7,7,5,6,7,7,0,0,1,0,1,1,3,4
24,32,1,26,10,12,15,14,10,16,5,7,8,9,6,6,5,0,0,0,0,1,1,3,3
30,26,0,40,8,9,16,12,13,36,10,10,5,8,8,8,8,0,0,0,0,1,1,4,4
23,38,2,25,12,10,15,10,14,31,8,10,5,5,3,3,1,0,0,0,1,1,1,4,5
32,18,0,36,12,10,16,10,18,28,7,8,3,6,5,7,8,0,0,1,1,1,1,3,3
25,25,1,42,14,12,12,12,14,35,7,8,7,8,7,8,8,0,0,1,1,1,1,4,5
24,32,0,47,15,17,12,10,14,36,3,10,5,10,7,3,1,0,0,1,1,1,1,4,3
29,22,1,44,11,9,16,10,17,31,9,10,4,6,6,7,7,0,0,1,0,1,1,5,5
22,32,0,30,8,13,15,13,13,38,7,10,6,7,3,1,1,0,0,0,0,1,1,3,4
29,24,1,32,6,10,15,15,15,33,10,10,3,5,4,1,1,0,0,0,0,1,1,4,4
44,12,3,32,9,11,15,10,16,37,8,8,3,7,7,8,8,1,1,1,0,1,1,4,5
29,21,2,28,5,6,15,13,12,31,9,9,5,7,6,7,5,0,0,1,1,1,1,3,4
25,9,1,53,9,9,12,12,10,33,6,10,3,3,7,2,1,0,0,0,0,1,1,3,2
18,22,0,54,8,9,18,11,18,34,8,6,2,8,8,3,1,0,0,1,0,1,1,5,5
46,21,2,41,11,14,19,11,8,24,5,3,4,6,10,10,10,0,0,1,1,1,1,4,5
39,14,1,27,5,7,16,12,16,31,8,7,4,6,6,7,7,0,0,1,1,1,1,4,4
33,31,3,43,7,10,16,11,12,26,8,5,4,7,8,8,8,0,1,0,1,1,1,5,5
32,25,3,23,7,9,14,11,14,21,7,8,5,10,7,7,7,0,0,1,0,1,1,4,4
26,31,0,39,8,10,11,12,16,20,5,9,6,5,4,1,1,0,0,1,1,1,1,4,5
13,48,0,35,8,12,16,16,15,26,6,10,7,5,2,2,2,0,0,0,0,1,1,3,4
21,33,2,41,16,16,15,15,14,25,5,7,7,5,4,7,6,0,0,0,0,1,1,4,4
28,19,3,39,5,9,15,13,11,28,7,9,7,7,5,7,7,0,0,1,1,1,1,4,4
35,14,0,48,19,12,11,17,9,17,4,7,8,10,7,9,8,0,0,0,1,1,1,4,5
26,32,0,7,15,12,12,12,21,41,5,6,7,6,4,8,7,0,0,0,1,1,1,4,4
35,22,3,38,12,11,15,9,13,24,6,10,8,6,7,7,7,0,0,1,0,1,1,3,4
25,27,0,33,13,14,14,13,15,26,7,6,6,6,7,8,9,0,0,0,0,1,1,1,3
22,15,2,27,9,12,11,9,20,32,10,4,9,8,5,8,6,0,0,1,0,1,1,4,5
25,34,0,28,18,10,13,10,16,27,7,9,6,3,3,6,7,0,1,1,0,1,1,2,3
29,30,0,34,10,7,11,13,18,26,6,9,4,6,6,3,5,0,0,1,0,1,1,5,5
39,16,3,23,17,12,16,10,16,29,6,7,8,7,6,8,10,0,0,1,0,1,1,5,5
31,29,0,27,22,19,10,8,13,27,5,6,5,6,3,9,8,0,0,0,0,1,1,3,3
33,11,1,19,22,19,7,10,19,25,2,9,9,10,6,7,6,0,0,0,0,0,1,5,5
32,30,0,30,17,12,10,11,13,27,5,7,5,6,7,6,5,0,0,1,1,1,1,4,3
25,11,1,32,5,13,11,15,16,29,8,9,8,8,6,8,8,0,1,1,0,1,1,4,4
45,22,3,39,9,6,18,10,13,32,9,6,3,5,5,8,10,0,0,1,0,1,1,5,5
30,32,0,30,15,12,12,12,15,27,6,6,6,6,6,5,5,0,0,1,1,1,1,3,3
29,19,0,49,17,12,14,10,11,32,9,10,7,7,8,1,1,0,0,1,0,1,1,4,5
25,17,0,27,9,12,12,12,21,36,8,9,4,5,5,7,10,0,0,1,0,1,1,5,5
31,30,0,41,16,16,13,11,11,15,6,8,9,7,8,3,4,1,1,0,0,1,1,2,3
42,8,1,30,15,8,15,11,12,28,6,9,7,8,9,10,10,0,0,0,1,1,1,4,4
25,35,0,38,8,13,15,9,17,40,7,3,6,6,4,9,7,0,0,0,0,1,1,4,4
38,8,1,51,14,9,12,13,19,45,6,8,4,4,6,8,8,0,0,1,0,1,1,4,4
43,21,2,32,12,13,14,12,15,18,5,6,5,3,2,7,6,0,0,1,1,1,1,5,5
38,16,1,29,11,14,14,10,16,29,7,5,8,6,4,8,7,0,0,0,0,1,1,5,5
33,14,2,41,14,13,16,9,15,30,5,5,8,10,7,8,7,0,0,0,1,0,1,5,4
25,12,0,33,11,11,13,10,11,27,5,10,5,7,5,7,5,0,0,1,1,1,1,2,4
34,17,1,42,7,16,16,11,15,36,8,6,4,4,4,8,7,0,0,0,0,1,1,4,4
29,9,2,38,5,13,12,10,9,36,9,7,6,6,5,8,8,0,0,1,0,1,1,4,5
39,22,3,15,10,13,13,14,18,38,6,7,4,3,4,7,7,0,0,1,0,1,1,3,4
40,39,3,28,10,12,15,11,14,25,5,6,4,9,7,8,7,0,0,1,0,1,1,4,5
40,8,3,25,5,7,16,10,10,36,10,10,2,9,7,9,9,0,0,1,1,1,1,5,5
34,32,2,39,10,3,15,15,8,27,6,6,6,6,6,7,5,0,0,1,1,1,1,3,4
30,30,0,33,16,12,14,10,17,33,7,6,7,5,4,8,8,0,0,1,1,0,1,5,4
33,11,1,42,11,11,13,13,13,42,6,9,5,10,9,10,10,0,0,1,0,1,1,4,5
30,32,0,24,25,21,9,9,10,36,9,9,7,8,5,3,5,0,0,1,0,1,1,2,2
24,23,0,43,13,15,18,9,20,30,6,10,6,7,4,8,8,0,0,1,0,0,1,4,4
35,25,3,19,11,12,12,12,15,35,8,5,6,6,6,7,8,0,0,1,0,1,1,4,4
36,18,3,22,12,9,14,12,14,27,7,7,7,6,5,8,8,0,0,1,0,1,1,3,4
32,32,0,32,15,12,12,12,5,41,5,6,7,6,6,8,5,0,0,0,1,1,1,4,4
35,15,0,23,17,11,12,11,13,36,8,8,10,10,7,5,8,0,0,1,1,1,1,3,4
40,31,0,39,14,12,10,12,13,30,6,6,6,7,7,9,10,0,0,1,1,1,1,4,5
19,11,1,25,12,11,9,14,12,40,9,10,5,6,5,6,7,0,0,1,1,1,1,4,5
29,32,0,55,25,21,6,9,16,42,5,6,5,6,2,10,10,0,0,0,1,1,1,4,5
35,17,1,29,11,10,15,13,10,36,9,9,4,7,8,10,10,0,0,0,0,1,1,2,2
31,15,0,27,9,5,17,10,20,40,6,9,5,10,7,8,8,0,0,0,1,1,1,4,4
35,14,1,37,14,15,11,11,7,29,8,7,8,8,6,10,10,0,0,1,1,1,1,4,5
20,24,0,55,9,13,14,12,13,40,6,10,4,4,6,5,5,0,0,0,0,1,1,5,5
29,20,1,37,15,12,10,11,10,31,7,5,5,5,4,4,5,0,0,0,0,1,1,3,4
26,34,0,30,14,13,11,13,15,28,7,7,7,7,6,7,7,0,0,0,1,1,1,3,2
33,32,0,24,5,7,15,6,12,28,7,6,8,5,5,8,7,0,0,1,1,1,1,5,5
29,26,2,24,7,16,21,13,12,31,7,10,7,6,5,6,6,0,0,0,0,1,1,3,4
42,19,0,50,21,3,15,3,5,27,2,10,3,10,10,4,3,0,0,0,1,1,1,2,3
26,19,0,42,11,13,16,13,13,37,7,8,7,4,4,6,6,0,0,1,0,1,1,4,5
42,33,3,21,7,6,17,9,22,28,7,10,3,5,4,7,8,0,0,1,1,1,1,4,4
37,15,2,38,10,11,14,11,11,41,8,8,5,5,5,10,10,1,0,1,1,1,1,4,4
30,22,0,24,13,3,15,12,15,27,8,5,3,6,4,6,6,0,0,1,1,1,1,5,5
24,13,0,47,11,6,15,10,12,33,9,10,8,6,4,8,5,0,0,1,1,1,1,4,4
25,29,2,39,13,9,12,10,11,34,7,8,4,4,4,6,6,0,0,1,1,1,1,3,3
27,30,2,34,12,14,12,12,7,40,7,10,5,7,7,4,4,0,0,0,0,1,1,3,4
38,34,0,38,10,11,12,11,16,28,8,2,4,3,5,3,3,0,0,1,1,0,1,4,5
41,13,1,29,7,6,16,6,18,33,8,4,7,8,6,8,8,0,0,1,1,1,1,5,5
31,12,1,48,11,11,15,10,7,27,8,5,6,3,3,5,3,0,0,1,1,1,1,3,3
27,24,0,36,16,15,12,11,20,36,7,7,5,7,5,8,8,0,1,0,0,1,1,4,4
30,32,0,30,15,12,12,12,15,27,6,6,6,6,6,7,7,0,0,0,1,1,1,3,3
37,10,1,55,6,9,11,12,7,33,6,9,4,8,6,8,9,0,0,1,0,1,1,2,2
24,30,2,39,14,11,14,12,11,26,8,10,4,7,5,3,4,0,0,1,1,1,1,4,4
29,32,3,45,5,6,14,14,9,21,6,8,4,7,6,7,8,0,0,1,1,1,1,2,3
23,30,0,35,15,11,15,11,16,18,7,10,9,7,8,6,6,0,0,0,0,1,1,4,4
26,8,0,45,25,21,12,13,5,34,4,10,9,5,3,10,10,0,0,1,0,0,1,1,5
26,18,0,38,5,7,15,10,19,36,4,10,8,5,6,4,5,0,0,1,0,1,1,4,5
39,10,1,22,5,12,11,9,12,35,8,9,4,7,7,9,9,0,0,1,0,0,1,4,5
37,11,1,27,9,11,14,11,14,37,8,8,8,8,8,10,9,0,0,1,1,1,1,5,5
32,22,2,23,8,8,14,9,9,26,6,9,6,5,3,6,5,0,0,0,1,1,1,5,5
20,15,0,44,12,15,10,13,11,43,6,8,9,9,10,3,5,0,0,1,0,1,1,4,4
43,10,2,29,5,10,14,8,17,36,8,9,3,6,8,10,9,0,0,0,0,0,1,5,4
30,21,0,36,5,9,18,14,9,27,10,9,5,6,10,3,3,0,0,1,0,1,1,2,3
23,16,2,47,11,10,14,10,14,27,7,8,4,7,6,5,5,0,0,1,1,1,1,3,4
34,12,0,40,15,14,15,13,10,37,6,7,10,9,6,10,10,0,0,0,0,1,1,4,5
25,10,1,53,16,17,12,12,6,21,4,5,10,6,6,5,3,0,0,1,0,1,1,3,4
31,23,1,50,5,11,11,9,12,39,6,10,3,8,6,6,4,0,0,0,1,1,1,5,5
24,33,1,35,11,12,13,8,17,18,5,7,4,6,5,4,4,0,0,1,0,1,1,4,4
46,18,3,17,11,10,14,11,9,27,6,5,3,8,6,8,9,0,0,0,1,0,1,3,4
30,11,0,45,11,4,18,16,15,45,6,10,6,7,5,10,10,0,0,0,0,0,0,5,5
15,45,2,30,11,11,15,13,14,39,6,7,5,6,4,7,7,0,0,0,1,1,1,3,4
30,16,2,42,15,11,11,11,14,36,4,10,6,3,3,8,5,0,0,1,0,1,1,5,5
25,31,0,31,9,10,15,12,18,33,9,9,3,4,6,1,1,0,0,0,1,1,0,3,5
18,31,2,28,14,5,13,12,11,22,6,6,3,2,5,3,1,1,0,0,1,1,1,4,4
30,32,0,44,13,11,13,13,8,27,7,6,5,6,6,2,2,0,0,1,1,1,1,3,5
36,17,0,41,22,11,17,9,9,29,4,8,7,8,5,8,7,0,0,0,1,1,1,4,3
38,18,2,33,10,17,17,18,6,33,6,8,10,7,6,3,2,1,0,0,0,1,1,4,4
31,34,3,25,7,3,17,9,15,36,8,10,4,8,8,3,1,0,0,1,1,1,1,5,5
32,30,0,25,5,8,16,11,10,25,7,6,7,6,5,7,5,0,0,1,1,1,1,2,4
28,14,2,21,5,6,16,10,17,32,8,7,4,8,6,8,8,0,0,1,0,1,1,4,4
30,20,0,32,10,15,12,11,16,30,9,10,5,4,4,7,7,0,0,1,3,1,1,4,5
30,32,0,55,9,3,15,15,15,27,10,10,2,6,8,5,5,0,0,1,0,1,0,3,3
21,8,0,50,13,3,12,12,5,25,8,6,4,9,7,1,1,0,0,1,1,0,0,3,4
25,28,0,34,6,6,14,13,17,27,8,8,4,4,6,7,7,0,0,1,1,1,1,4,5
32,28,1,36,10,9,14,12,10,30,5,8,7,7,7,5,4,0,0,1,0,1,1,3,3
39,20,3,47,10,7,18,9,15,38,8,7,3,8,7,8,8,0,0,0,0,1,1,4,4
21,14,0,49,14,7,15,7,11,27,10,10,6,4,3,5,1,0,0,1,0,1,1,4,4
28,11,1,38,15,12,16,10,12,39,8,7,6,6,6,7,7,0,0,0,0,0,1,3,4
44,14,3,30,10,8,18,10,16,41,7,7,6,5,4,9,10,0,0,1,1,1,1,5,5
22,18,0,55,11,12,15,9,14,41,6,6,5,6,5,2,2,0,0,1,0,1,1,4,4
23,23,0,26,9,9,16,11,17,43,8,8,5,8,6,6,6,0,1,1,0,1,1,5,5
18,30,2,55,12,21,9,17,8,18,3,9,4,3,3,1,1,0,0,1,1,1,1,2,3
35,33,3,26,7,11,15,10,17,32,9,9,2,10,10,8,8,0,0,1,1,1,1,4,5
32,34,2,34,13,8,15,10,19,25,8,8,5,7,6,3,3,0,0,1,0,1,1,4,4
28,22,0,30,11,11,13,11,18,29,8,7,5,6,5,6,6,0,0,1,0,1,1,4,4
31,24,2,27,11,12,12,10,13,22,7,8,4,5,4,5,5,0,0,0,0,1,1,3,3
38,32,0,49,16,12,12,11,14,18,6,5,7,7,6,5,5,0,0,1,1,0,0,4,4
29,18,1,30,5,9,15,11,9,27,8,9,2,5,5,8,7,0,0,1,1,1,1,4,5
37,15,3,36,5,12,16,10,12,27,7,6,5,6,5,7,7,0,0,1,1,1,1,4,4
37,32,2,35,11,13,17,11,9,29,5,7,5,5,3,5,4,0,0,1,1,1,1,3,4
38,12,1,19,10,13,17,10,10,34,8,7,9,7,6,9,10,0,0,1,0,1,1,3,4
33,21,2,41,9,12,13,12,13,28,7,9,5,7,5,6,6,0,0,1,0,1,1,3,4
25,14,1,36,11,13,15,10,16,31,7,5,7,6,5,7,7,0,0,0,0,1,1,4,4
32,14,1,22,7,10,16,9,20,28,7,6,5,7,5,8,9,0,0,1,1,1,1,4,5
33,15,3,15,11,7,14,13,14,29,6,7,6,10,7,7,9,0,0,0,1,1,1,3,3
43,14,0,34,5,9,12,9,8,42,10,10,2,6,5,10,10,0,0,0,0,1,1,4,4
29,24,3,13,11,10,17,10,16,27,8,7,6,7,5,7,7,0,0,1,1,0,1,5,5
29,17,1,48,11,4,15,5,14,31,6,9,2,5,3,8,7,0,0,1,1,1,1,2,2
35,28,0,24,10,12,15,11,15,26,6,7,6,4,4,8,8,0,0,1,1,1,1,4,4
28,20,1,21,12,6,15,15,16,29,4,8,3,9,6,7,8,0,0,1,1,1,1,4,4
28,31,1,39,7,11,15,11,13,27,8,5,4,3,4,7,4,0,0,1,1,0,0,5,5
28,28,2,30,13,9,13,12,12,27,7,8,5,7,7,8,7,0,0,1,1,1,1,3,4
40,20,0,19,8,9,14,9,10,34,8,8,4,5,5,8,8,0,0,1,1,1,1,2,2
19,35,1,29,6,6,15,13,12,19,3,9,8,7,7,3,2,0,0,1,0,1,1,4,3
26,37,1,39,13,12,12,11,5,27,7,9,4,6,4,5,4,0,0,1,0,1,1,2,3
30,8,2,45,11,10,13,10,13,44,8,6,5,10,9,8,8,0,0,1,1,1,1,4,4
23,34,0,43,19,12,14,13,15,24,4,7,7,6,4,5,2,0,0,1,1,1,1,2,4
21,30,1,26,7,8,14,11,15,27,7,8,8,8,8,7,8,0,0,1,0,1,1,3,4
46,14,0,43,15,12,12,12,10,28,5,5,8,5,5,10,7,0,0,1,1,1,1,4,4
19,26,0,28,12,15,12,11,7,31,7,7,8,9,9,2,1,0,0,1,0,1,1,4,4
32,35,3,30,8,10,13,10,20,29,8,10,2,7,7,6,6,0,0,1,1,1,1,4,5
22,17,1,30,10,7,14,9,20,40,7,6,3,4,8,8,8,0,0,1,0,1,1,4,4
15,22,0,55,21,18,9,12,6,38,3,9,7,5,3,4,1,0,0,0,0,1,0,2,3
36,20,2,31,9,11,13,10,14,35,7,7,6,6,5,7,7,0,0,1,0,1,1,3,4
23,22,2,31,6,12,17,11,11,31,9,6,5,4,2,7,6,0,0,1,1,1,1,4,4
18,24,0,39,5,6,15,11,12,38,9,9,5,6,7,7,7,0,0,1,1,1,1,4,4
42,18,1,40,15,12,12,12,5,37,5,4,5,5,8,10,10,0,0,1,0,1,1,1,1
29,41,3,41,20,12,14,10,9,27,6,6,9,4,3,7,8,0,0,1,0,1,1,3,2
37,13,0,42,18,9,14,11,15,31,7,8,5,7,5,5,2,0,0,1,0,1,1,5,5
24,16,0,36,16,13,13,13,11,34,6,8,6,6,4,3,3,0,0,0,0,1,1,4,5
30,32,0,16,12,3,15,15,20,29,6,6,6,5,9,2,1,0,0,0,0,0,1,5,4
30,22,0,43,16,11,8,14,6,27,4,6,8,7,6,4,6,0,0,1,0,0,1,3,3
30,32,0,30,15,12,10,13,16,27,6,6,7,6,6,5,6,0,0,0,1,1,1,3,3
34,30,0,19,21,10,10,13,12,28,10,10,2,9,10,8,8,1,1,1,1,1,1,2,3
34,29,0,32,15,14,11,11,11,28,6,4,5,6,6,7,7,0,0,0,0,1,1,2,3
30,32,0,40,19,12,12,12,7,30,6,6,6,6,6,6,5,0,0,0,0,1,1,3,3
19,28,0,43,17,10,12,13,5,18,6,6,7,5,5,10,8,0,0,0,1,1,1,1,1
